Version,Family,Scientific name,Previously,As of the stated version,Date,,,,,,
v 2.0,Saxifragaceae,Heuchera cylindrica var. cylindrica,Accepted (terminal),Synonym of Heuchera cylindrica,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera cylindrica var. glabella,Accepted (terminal),Synonym of Heuchera cylindrica,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera micrantha,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera micrantha var. diversifolia,Accepted (terminal),Synonym of Heuchera micrantha,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera micrantha var. erubescens,Accepted (terminal),Synonym of Heuchera micrantha,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera micrantha var. macropetala,Accepted (terminal),Synonym of Heuchera micrantha,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera micrantha var. micrantha,Accepted (terminal),Synonym of Heuchera micrantha,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera rubescens,Accepted (terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera rubescens var. rubescens,Accepted (terminal),Synonym of Heuchera rubescens,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Heuchera rubescens var. rydbergiana,Accepted (terminal),Synonym of Heuchera rubescens,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Micranthes hitchcockiana,Accepted (terminal),Synonym of Micranthes oregana,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Micranthes idahoensis,Accepted (terminal),Synonym of Micranthes occidentalis,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Micranthes nelsoniana var. cascadensis,Accepted (terminal),Synonym of Micranthes odontoloma,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella breweri,Accepted (terminal),Synonym of Pectiantia breweri,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella caulescens,Accepted (terminal),Synonym of Mitellastra caulescens,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella diversifolia,Accepted (terminal),Synonym of Ozomelis diversifolia,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella ovalis,Accepted (terminal),Synonym of Pectiantia ovalis,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella pentandra,Accepted (terminal),Synonym of Pectiantia pentandra,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella stauropetala,Accepted (terminal),Synonym of Ozomelis stauropetala,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitella trifida,Accepted (terminal),Synonym of Ozomelis trifida,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Mitellastra caulescens,Synonym of Mitella caulescens,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Ozomelis diversifolia,Synonym of Mitella diversifolia,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Ozomelis stauropetala,Synonym of Mitella stauropetala,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Ozomelis trifida,Synonym of Mitella trifida,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Pectiantia breweri,Synonym of Mitella breweri,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Pectiantia ovalis,Synonym of Mitella ovalis,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Pectiantia pentandra,Synonym of Mitella pentandra,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga adscendens,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga adscendens var. oregonensis,Accepted (terminal),Synonym of Saxifraga adscendens,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga austromontana,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga bronchialis,Accepted (not terminal),Synonym of Saxifraga vespertina,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga bronchialis var. austromontana,Accepted (terminal),Synonym of Saxifraga austromontana,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga bronchialis var. vespertina,Accepted (terminal),Synonym of Saxifraga vespertina,12-Oct-20,,,,,,
v 2.0,Saxifragaceae,Saxifraga vespertina,Synonym of Saxifraga bronchialis var. vespertina,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Scrophulariaceae,Limosella acaulis,Accepted (terminal),Synonym of Limosella aquatica,12-Oct-20,,,,,,
v 2.0,Solanaceae,Physalis longifolia,Accepted (not terminal),Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Solanaceae,Physalis longifolia var. longifolia,Accepted (terminal),Synonym of Physalis longifolia,12-Oct-20,,,,,,
v 2.0,Solanaceae,Solanum physalifolium,Synonym of Solanum nitidibaccatum,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Styracaceae,Styrax officinalis,Synonym of Styrax redivivus,Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Styracaceae,Styrax officinalis var. redivivus,Synonym of Styrax redivivus,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Styracaceae,Styrax redivivus,Accepted (terminal),Synonym of Styrax officinalis var. redivivus,12-Oct-20,,,,,,
v 2.0,Tropaeolaceae,Tropaeolum majus,Excluded,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Ulmaceae,Ulmus minor,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Ulmaceae,Ulmus procera,Accepted (terminal),Synonym of Ulmus minor,12-Oct-20,,,,,,
v 2.0,Valerianaceae,Valeriana hookeri,Accepted (terminal),Synonym of Valeriana sitchensis var. scouleri,12-Oct-20,,,,,,
v 2.0,Valerianaceae,Valeriana sitchensis,Accepted (terminal),Accepted (not terminal),12-Oct-20,,,,,,
v 2.0,Valerianaceae,Valeriana sitchensis var. scouleri,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Valerianaceae,Valeriana sitchensis var. sitchensis,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Valerianaceae,Valerianella dentata,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Viscaceae,Arceuthobium abietinum f. sp. concoloris,Accepted (terminal),Synonym of Arceuthobium abietinum ssp. abietinum,12-Oct-20,,,,,,
v 2.0,Viscaceae,Arceuthobium abietinum ssp. abietinum,Under evaluation,Accepted (terminal),12-Oct-20,,,,,,
v 2.0,Viscaceae,Phoradendron serotinum,Accepted (not terminal),Synonym of Phoradendron villosum,12-Oct-20,,,,,,
v 2.0,Viscaceae,Phoradendron serotinum ssp. tomentosum,Accepted (terminal),Synonym of Phoradendron villosum,12-Oct-20,,,,,,
v 2.0,Viscaceae,Phoradendron villosum,Misapplied to Phoradendron serotinum ssp. tomentosum,Accepted (terminal),12-Oct-20,,,,,,
v 1.7,Adoxaceae,Sambucus mexicana,Synonym of Sambucus nigra ssp. caerulea,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Adoxaceae,Sambucus mexicana ssp. cerulea,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Adoxaceae,Sambucus nigra,Accepted (not terminal),Synonym of Sambucus mexicana,09-May-17,,,,,,
v 1.7,Adoxaceae,Sambucus nigra ssp. caerulea,Accepted,Synonym of Sambucus mexicana ssp. cerulea,09-May-17,,,,,,
v 1.7,Amaranthaceae,Atriplex patula,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Amaranthaceae,Atriplex patula var. patula,Accepted,Synonym of Atriplex patula,09-May-17,,,,,,
v 1.7,Amaranthaceae,Chenopodium hians,Accepted (terminal),Excluded,09-May-17,,,,,,
v 1.7,Amaranthaceae,Chenopodium incanum,Under evaluation,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Amaranthaceae,Chenopodium rubrum,Accepted (terminal),Accepted (not terminal),09-May-17,,,,,,
v 1.7,Amaranthaceae,Chenopodium rubrum var. humile,Synonym of Chenopodium rubrum,Accepted,09-May-17,,,,,,
v 1.7,Amaranthaceae,Chenopodium rubrum var. rubrum,Synonym of Chenopodium rubrum,Accepted,09-May-17,,,,,,
v 1.7,Apiaceae,Centella erecta,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Apiaceae,Cnidium monnieri,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Apiaceae,Cyclospermum leptophyllum,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Apiaceae,Glehnia leiocarpa,Synonym of Glehnia littoralis ssp. leiocarpa,Accepted (terminal),09-May-17,,,,,,
v 1.7,Apiaceae,Glehnia littoralis ssp. leiocarpa,Accepted,Synonym of Glehnia leiocarpa,09-May-17,,,,,,
v 1.7,Apiaceae,Perideridia gairdneri,Synonym of Perideridia montana,Accepted (terminal),09-May-17,,,,,,
v 1.7,Apiaceae,Perideridia lemmonii,Accepted (terminal),Synonym of Perideridia gairdneri,09-May-17,,,,,,
v 1.7,Apiaceae,Perideridia montana,Accepted (terminal),Synonym of Perideridia gairdneri,09-May-17,,,,,,
v 1.7,Apiaceae,Zizia aptera,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Apiaceae,Zizia aptera var. occidentalis,Accepted,Synonym of Zizia aptera,09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum androsaemifolium,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum androsaemifolium var. androsaemifolium,Accepted,Synonym of Apocynum androsaemifolium,09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum androsaemifolium var. pumilum,Accepted,Synonym of Apocynum androsaemifolium,09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum cannabinum,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum cannabinum var. glaberrimum,Accepted,Synonym of Apocynum cannabinum,09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum sibiricum,Accepted (not terminal),Synonym of Apocynum cannabinum,09-May-17,,,,,,
v 1.7,Apocynaceae,Apocynum sibiricum var. salignum,Accepted,Synonym of Apocynum cannabinum,09-May-17,,,,,,
v 1.7,Apocynaceae,Asclepias cryptoceras ssp. davisii,Synonym of Asclepias cryptoceras var. davisii,Accepted,09-May-17,,,,,,
v 1.7,Apocynaceae,Asclepias cryptoceras var. davisii,Accepted,Synonym of Asclepias cryptoceras ssp. davisii,09-May-17,,,,,,
v 1.7,Apocynaceae,Cycladenia humilis,Under evaluation,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Asparagaceae,Dichelostemma capitatum,Accepted (not terminal),Synonym of Dipterostemon capitatus,09-May-17,,,,,,
v 1.7,Asparagaceae,Dichelostemma capitatum ssp. capitatum,Accepted,Synonym of Dipterostemon capitatus ssp. capitatus,09-May-17,,,,,,
v 1.7,Asparagaceae,Dipterostemon capitatus,Under evaluation,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Asparagaceae,Dipterostemon capitatus ssp. capitatus,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Asteraceae,Antennaria aromatica,Accepted (terminal),Synonym of Antennaria pulvinata,09-May-17,,,,,,
v 1.7,Asteraceae,Antennaria pulvinata,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Antennaria rosea,Accepted (terminal),Synonym of Antennaria pulvinata,09-May-17,,,,,,
v 1.7,Asteraceae,Arnica amplexicaulis,Accepted (terminal),Synonym of Arnica lanceolata ssp. prisca,09-May-17,,,,,,
v 1.7,Asteraceae,Arnica lanceolata ssp. prisca,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Asteraceae,Artemisia estesii,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Carduus crispus,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Erigeron aureus,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Gnaphalium californicum,Accepted (terminal),Synonym of Pseudognaphalium californicum,09-May-17,,,,,,
v 1.7,Asteraceae,Gnaphalium macounii,Accepted (terminal),Synonym of Pseudognaphalium macounii,09-May-17,,,,,,
v 1.7,Asteraceae,Gnaphalium stramineum,Accepted (terminal),Synonym of Pseudognaphalium stramineum,09-May-17,,,,,,
v 1.7,Asteraceae,Grindelia integrifolia × Grindelia nana,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Asteraceae,Leontodon autumnalis,Excluded,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Leontodon autumnalis var. pratensis,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Asteraceae,Nabalus hastatus,Synonym of Prenanthes alata,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Prenanthes alata,Accepted (terminal),Synonym of Nabalus hastatus,09-May-17,,,,,,
v 1.7,Asteraceae,Pseudognaphalium californicum,Synonym of Gnaphalium californicum,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Pseudognaphalium macounii,Synonym of Gnaphalium macounii,Accepted (terminal),09-May-17,,,,,,
v 1.7,Asteraceae,Pseudognaphalium stramineum,Synonym of Gnaphalium stramineum,Accepted (terminal),09-May-17,,,,,,
v 1.7,Boraginaceae,Anchusa arvensis,Accepted (terminal),Synonym of Lycopsis arvensis,09-May-17,,,,,,
v 1.7,Boraginaceae,Hackelia mundula,Excluded,Accepted (terminal),09-May-17,,,,,,
v 1.7,Boraginaceae,Lycopsis arvensis,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Boraginaceae,Mertensia brachycalyx,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Boraginaceae,Mertensia paniculata,Accepted,Synonym/Accepted,09-May-17,,,,,,
v 1.7,Boraginaceae,Mertensia paniculata var. borealis,Accepted,Synonym/Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Abdra brachycarpa,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Alyssum corsicum,Accepted (terminal),Excluded,09-May-17,,,,,,
v 1.7,Brassicaceae,Alyssum murale,Accepted (terminal),Synonym of Odontarrhena muralis,09-May-17,,,,,,
v 1.7,Brassicaceae,Arabis pycnocarpa,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Arabis pycnocarpa var. pycnocarpa,Accepted,Synonym of Arabis pycnocarpa,09-May-17,,,,,,
v 1.7,Brassicaceae,Boechera polyantha,Accepted (terminal),Excluded,09-May-17,,,,,,
v 1.7,Brassicaceae,Cakile maritima,Accepted (terminal),Accepted (not terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Cakile maritima ssp. maritima,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Cardamine hirsuta × Cardamine oligosperma,Accepted,Excluded,09-May-17,,,,,,
v 1.7,Brassicaceae,Cardamine nuttallii,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Cardamine nuttallii var. gemmata,Accepted,Synonym of Cardamine nuttallii,09-May-17,,,,,,
v 1.7,Brassicaceae,Cardamine nuttallii var. nuttallii,Accepted,Synonym of Cardamine nuttallii,09-May-17,,,,,,
v 1.7,Brassicaceae,Caulanthus crassicaulis,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Caulanthus crassicaulis var. crassicaulis,Accepted,Synonym of Caulanthus crassicaulis,09-May-17,,,,,,
v 1.7,Brassicaceae,Caulanthus crassicaulis var. glaber,Accepted,Synonym of Caulanthus crassicaulis,09-May-17,,,,,,
v 1.7,Brassicaceae,Caulanthus lasiophyllus,Accepted (terminal),Synonym of Guillenia lasiophylla,09-May-17,,,,,,
v 1.7,Brassicaceae,Caulanthus major,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Caulanthus major var. nevadensis,Accepted,Synonym of Caulanthus major,09-May-17,,,,,,
v 1.7,Brassicaceae,Descurainia incana,Excluded,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Descurainia pinnata,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Descurainia pinnata ssp. brachycarpa,Accepted,Synonym of Descurainia pinnata,09-May-17,,,,,,
v 1.7,Brassicaceae,Descurainia pinnata ssp. halictorum,Accepted,Synonym of Descurainia pinnata,09-May-17,,,,,,
v 1.7,Brassicaceae,Descurainia pinnata ssp. intermedia,Accepted,Synonym of Descurainia pinnata,09-May-17,,,,,,
v 1.7,Brassicaceae,Draba brachycarpa,Accepted (terminal),Synonym of Abdra brachycarpa,09-May-17,,,,,,
v 1.7,Brassicaceae,Draba cana,Excluded,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Draba cusickii,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Draba cusickii var. cusickii,Accepted,Synonym of Draba cusickii,09-May-17,,,,,,
v 1.7,Brassicaceae,Draba incerta,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Draba incerta var. incerta,Accepted,Synonym of Draba incerta,09-May-17,,,,,,
v 1.7,Brassicaceae,Draba lonchocarpa,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Draba lonchocarpa var. lonchocarpa,Accepted,Synonym of Draba lonchocarpa,09-May-17,,,,,,
v 1.7,Brassicaceae,Draba reptans,Accepted (terminal),Synonym of Tomostima reptans,09-May-17,,,,,,
v 1.7,Brassicaceae,Draba stenoloba,Synonym of Draba albertina,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Erysimum capitatum var. perenne,Accepted,Synonym of Erysimum perenne,09-May-17,,,,,,
v 1.7,Brassicaceae,Erysimum capitatum var. purshii,Excluded,Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Erysimum inconspicuum,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Erysimum inconspicuum var. inconspicuum,Accepted,Synonym of Erysimum inconspicuum,09-May-17,,,,,,
v 1.7,Brassicaceae,Erysimum perenne,Synonym of Erysimum capitatum var. perenne,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Guillenia lasiophylla,Synonym of Caulanthus lasiophyllus,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium densiflorum,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium densiflorum var. densiflorum,Accepted,Synonym of Lepidium densiflorum,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium densiflorum var. pubicarpum,Accepted,Synonym of Lepidium densiflorum,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium densiflorum var. ramosum,Accepted,Synonym of Lepidium densiflorum,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium draba,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium draba ssp. draba,Accepted,Synonym of Lepidium draba,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium montanum,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium montanum var. montanum,Accepted,Synonym of Lepidium montanum,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium montanum var. nevadense,Accepted,Synonym of Lepidium montanum,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium nitidum,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium nitidum var. nitidum,Accepted,Synonym of Lepidium nitidum,09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium oblongum,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Lepidium oblongum var. oblongum,Accepted,Synonym of Lepidium oblongum,09-May-17,,,,,,
v 1.7,Brassicaceae,Nasturtium × sterile,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Neslia paniculata,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Noccaea fendleri ssp. siskiyouense,Accepted,Synonym of Noccaea fendleri ssp. siskiyouensis,09-May-17,,,,,,
v 1.7,Brassicaceae,Noccaea fendleri ssp. siskiyouensis,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Odontarrhena muralis,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Rorippa curvipes,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Rorippa curvipes var. curvipes,Accepted,Synonym of Rorippa curvipes,09-May-17,,,,,,
v 1.7,Brassicaceae,Rorippa curvipes var. truncata,Accepted,Synonym of Rorippa curvipes,09-May-17,,,,,,
v 1.7,Brassicaceae,Rorippa dubia,Accepted (terminal),Excluded,09-May-17,,,,,,
v 1.7,Brassicaceae,Rorippa indica,Excluded,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Sisymbrium orientale,Excluded,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Streptanthus cordatus ssp. cordatus,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Streptanthus cordatus var. cordatus,Accepted,Synonym of Streptanthus cordatus ssp. cordatus,09-May-17,,,,,,
v 1.7,Brassicaceae,Streptanthus tortuosus,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Streptanthus tortuosus ssp. tortuosus,Under evaluation,Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Subularia aquatica ssp. americana,Synonym of Subularia aquatica var. americana,Accepted,09-May-17,,,,,,
v 1.7,Brassicaceae,Subularia aquatica var. americana,Accepted,Synonym of Subularia aquatica ssp. americana,09-May-17,,,,,,
v 1.7,Brassicaceae,Tomostima platycarpa,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Brassicaceae,Tomostima reptans,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Caprifoliaceae,Lonicera subspicata,Under evaluation,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Caryophyllaceae,Cherleria biflora,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Convolvulaceae,Cuscuta brachycalyx,Excluded,Accepted (terminal),09-May-17,,,,,,
v 1.7,Cucurbitaceae,Cucumis anguria,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Cyperaceae,Cyperus fuscus,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Ericaceae,Phyllodoce breweri,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Fabaceae,Acmispon nevadensis,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Fabaceae,Acmispon nevadensis var. nevadensis,Accepted,Excluded,09-May-17,,,,,,
v 1.7,Fabaceae,Cicer arietinum,Under evaluation,Accepted (terminal),09-May-17,,,,,,
v 1.7,Fabaceae,Oxytropis borealis,Synonym of Oxytropis viscida var. viscida,Accepted (not terminal),09-May-17,,,,,,
v 1.7,Fabaceae,Oxytropis borealis var. viscida,Synonym of Oxytropis viscida var. viscida,Accepted,09-May-17,,,,,,
v 1.7,Fabaceae,Oxytropis viscida,Accepted (not terminal),Synonym of Oxytropis borealis var. viscida,09-May-17,,,,,,
v 1.7,Fabaceae,Oxytropis viscida var. viscida,Accepted,Synonym of Oxytropis borealis var. viscida,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium gymnocarpon,Accepted (not terminal),Accepted (terminal),09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium gymnocarpon ssp. plummerae,Accepted,Synonym of Trifolium gymnocarpon,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium kingii,Accepted (not terminal),Synonym of Trifolium productum,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium kingii var. productum,Accepted,Synonym of Trifolium productum,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium longipes ssp. caurinum,Synonym of Trifolium longipes var. multiovulatum,Accepted,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium longipes ssp. elmeri,Synonym of Trifolium longipes var. elmeri,Accepted,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium longipes ssp. hansenii,Synonym of Trifolium longipes var. hansenii,Accepted,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium longipes ssp. longipes,Synonym of,Accepted,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium longipes ssp. multipedunculatum,Synonym of Trifolium longipes var. multipedunculatum,Accepted,09-May-17,,,,,,
v 1.7,Fabaceae,Trifolium longipes ssp. oreganum,Synonym of Trifolium longipes var. oreganum,Accepted,09-May-17,,,,,,
