Group,Family,Taxon,Taxonomic status,Accepted name for Taxon,Taxonomic note
Dicotyledons,Ericaceae,Chimaphila umbellata var. occidentalis,Synonym,Chimaphila umbellata,
Dicotyledons,Ericaceae,Cladothamnus pyroliflorus,Accepted,,
Dicotyledons,Ericaceae,Elliottia pyroliflora,Synonym,Cladothamnus pyroliflorus,
Dicotyledons,Ericaceae,Empetrum nigrum,Accepted,,
Dicotyledons,Ericaceae,Erica carnea,Accepted,,
Dicotyledons,Ericaceae,Erica lusitanica,Accepted,,
Dicotyledons,Ericaceae,Gaultheria humifusa,Accepted,,
Dicotyledons,Ericaceae,Gaultheria ovatifolia,Accepted,,
Dicotyledons,Ericaceae,Gaultheria shallon,Accepted,,
Dicotyledons,Ericaceae,Hemitomes congestum,Accepted,,
Dicotyledons,Ericaceae,Hypopitys fimbriata,Synonym,Monotropa hypopitys,
Dicotyledons,Ericaceae,Hypopitys lanuginosa,Synonym,Monotropa hypopitys,
Dicotyledons,Ericaceae,Hypopitys latisquama,Synonym,Monotropa hypopitys,
Dicotyledons,Ericaceae,Hypopitys monotropa,Synonym,Monotropa hypopitys,
Dicotyledons,Ericaceae,Kalmia microphylla,Accepted,,
Dicotyledons,Ericaceae,Kalmia microphylla var. microphylla,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia microphylla var. occidentalis,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia occidentalis,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia polifolia,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia polifolia ssp. microphylla,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia polifolia ssp. occidentalis,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia polifolia ssp. polifolia,Misapplied,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia polifolia var. microphylla,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmia polifolia var. polifolia,Synonym,Kalmia microphylla,
Dicotyledons,Ericaceae,Kalmiopsis fragrans,Accepted,,
Dicotyledons,Ericaceae,Kalmiopsis leachiana,Accepted,,
Dicotyledons,Ericaceae,Kalmiopsis leachiana,Misapplied,Kalmiopsis fragrans,
Dicotyledons,Ericaceae,Ledum × columbianum,Synonym,Rhododendron columbianum,
Dicotyledons,Ericaceae,Ledum glandulosum,Synonym,Rhododendron columbianum,
Dicotyledons,Ericaceae,Ledum glandulosum var. columbianum,Synonym,Rhododendron columbianum,
Dicotyledons,Ericaceae,Ledum glandulosum var. glandulosum,Synonym,Rhododendron columbianum,
Dicotyledons,Ericaceae,Leucothoë davisiae,Accepted,,
Dicotyledons,Ericaceae,Menziesia ferruginea,Accepted,,
Dicotyledons,Ericaceae,Menziesia ferruginea var. ferruginea,Synonym,Menziesia ferruginea,
Dicotyledons,Ericaceae,Menziesia ferruginea var. glabella,Synonym,Menziesia ferruginea,
Dicotyledons,Ericaceae,Moneses uniflora,Accepted,,
Dicotyledons,Ericaceae,Moneses uniflora var. reticulata,Synonym,Moneses uniflora,
Dicotyledons,Ericaceae,Monotropa hypopitys,Accepted,,
Dicotyledons,Ericaceae,Monotropa uniflora,Accepted,,
Dicotyledons,Ericaceae,Orthilia secunda,Accepted,,
Dicotyledons,Ericaceae,Oxycoccus palustris var. intermedium,Synonym,Vaccinium oxycoccos,
Dicotyledons,Ericaceae,Phyllodoce × intermedia,Accepted,,
Dicotyledons,Ericaceae,Phyllodoce breweri,Accepted,,
Dicotyledons,Ericaceae,Phyllodoce empetriformis,Accepted,,
Dicotyledons,Ericaceae,Phyllodoce glanduliflora,Accepted,,
Dicotyledons,Ericaceae,Pityopus californica,Synonym,Pityopus californicus,orthographic variant
Dicotyledons,Ericaceae,Pityopus californicus,Accepted,,
Dicotyledons,Ericaceae,Pleuricospora fimbriolata,Accepted,,
Dicotyledons,Ericaceae,Pleuricospora longipetala,Synonym,Pleuricospora fimbriolata,
Dicotyledons,Ericaceae,Pterospora andromedea,Accepted,,
Dicotyledons,Ericaceae,Pyrola aphylla,Accepted,,
Dicotyledons,Ericaceae,Pyrola asarifolia,Accepted,,
Dicotyledons,Ericaceae,Pyrola asarifolia ssp. asarifolia,Accepted,,
Dicotyledons,Ericaceae,Pyrola asarifolia ssp. bracteata,Accepted,,
Dicotyledons,Ericaceae,Pyrola asarifolia var. asarifolia,Synonym,Pyrola asarifolia ssp. asarifolia,
Dicotyledons,Ericaceae,Pyrola asarifolia var. incarnata,Synonym,Pyrola asarifolia ssp. asarifolia,
Dicotyledons,Ericaceae,Pyrola asarifolia var. purpurea,Synonym,Pyrola asarifolia ssp. asarifolia,
Dicotyledons,Ericaceae,Pyrola bracteata,Synonym,Pyrola asarifolia ssp. bracteata,
Dicotyledons,Ericaceae,Pyrola chlorantha,Accepted,,
Dicotyledons,Ericaceae,Pyrola crypta,Synonym,Pyrola picta,
Dicotyledons,Ericaceae,Pyrola dentata,Synonym,Pyrola picta,
Dicotyledons,Ericaceae,Pyrola dentata var. dentata,Synonym,Pyrola picta,
Dicotyledons,Ericaceae,Pyrola dentata var. integra,Synonym,Pyrola picta,
Dicotyledons,Ericaceae,Pyrola minor,Accepted,,
Dicotyledons,Ericaceae,Pyrola picta,Accepted,,
Dicotyledons,Ericaceae,Pyrola secunda,Synonym,Orthilia secunda,
Dicotyledons,Ericaceae,Pyrola secunda var. secunda,Synonym,Orthilia secunda,
Dicotyledons,Ericaceae,Pyrola uliginosa,Synonym,Pyrola asarifolia ssp. asarifolia,
Dicotyledons,Ericaceae,Pyrola uniflora,Synonym,Moneses uniflora,
Dicotyledons,Ericaceae,Pyrola virens,Synonym,Pyrola chlorantha,
Dicotyledons,Ericaceae,Remischia secunda,Synonym,Orthilia secunda,
Dicotyledons,Ericaceae,Rhododendron albiflorum,Accepted,,
Dicotyledons,Ericaceae,Rhododendron columbianum,Accepted,,
Dicotyledons,Ericaceae,Rhododendron macrophyllum,Accepted,,
Dicotyledons,Ericaceae,Rhododendron neoglandulosum,Synonym,Rhododendron columbianum,
Dicotyledons,Ericaceae,Rhododendron occidentale,Accepted,,
Dicotyledons,Ericaceae,Rhododendron occidentale var. paludosum,Synonym,Rhododendron occidentale,
Dicotyledons,Ericaceae,Sarcodes sanguinea,Accepted,,
Dicotyledons,Ericaceae,Vaccinium alaskaense,Synonym,Vaccinium ovalifolium,
Dicotyledons,Ericaceae,Vaccinium caespitosum,Accepted,,
Dicotyledons,Ericaceae,Vaccinium caespitosum var. caespitosum,Synonym,Vaccinium caespitosum,
Dicotyledons,Ericaceae,Vaccinium cespitosum,Synonym,Vaccinium caespitosum,orthographic variant
Dicotyledons,Ericaceae,Vaccinium coccineum,Synonym,Vaccinium membranaceum,
Dicotyledons,Ericaceae,Vaccinium coccinium,Synonym,Vaccinium membranaceum,orthographic variant
Dicotyledons,Ericaceae,Vaccinium corymbosum,Accepted,,
Dicotyledons,Ericaceae,Vaccinium deliciosum,Accepted,,
Dicotyledons,Ericaceae,Vaccinium globulare,Synonym,Vaccinium membranaceum,
Dicotyledons,Ericaceae,Vaccinium macrocarpon,Accepted,,
Dicotyledons,Ericaceae,Vaccinium membranaceum,Accepted,,
Dicotyledons,Ericaceae,Vaccinium myrtillus,Accepted,,
Dicotyledons,Ericaceae,Vaccinium occidentale,Synonym,Vaccinium uliginosum,
Dicotyledons,Ericaceae,Vaccinium ovalifolium,Accepted,,
Dicotyledons,Ericaceae,Vaccinium ovatum,Accepted,,
Dicotyledons,Ericaceae,Vaccinium ovatum var. saporosum,Synonym,Vaccinium ovatum,
Dicotyledons,Ericaceae,Vaccinium oxycoccos,Accepted,,
Dicotyledons,Ericaceae,Vaccinium oxycoccos var. intermedium,Synonym,Vaccinium oxycoccos,
Dicotyledons,Ericaceae,Vaccinium oxycoccos var. oxycoccos,Synonym,Vaccinium oxycoccos,
Dicotyledons,Ericaceae,Vaccinium parvifolium,Accepted,,
Dicotyledons,Ericaceae,Vaccinium scoparium,Accepted,,
Dicotyledons,Ericaceae,Vaccinium uliginosum,Accepted,,
Dicotyledons,Ericaceae,Vaccinium uliginosum ssp. occidentale,Synonym,Vaccinium uliginosum,
Dicotyledons,Ericaceae,Vaccinium uliginosum var. alpinum,Synonym,Vaccinium uliginosum,
Dicotyledons,Ericaceae,Vaccinium uliginosum var. uliginosum,Synonym,Vaccinium uliginosum,
Dicotyledons,Escalloniaceae,Escallonia rubra,Accepted,,
Dicotyledons,Euphorbiaceae,Chamaesyce glyptosperma,Accepted,,
Dicotyledons,Euphorbiaceae,Chamaesyce maculata,Accepted,,
Dicotyledons,Euphorbiaceae,Chamaesyce prostrata,Accepted,,
Dicotyledons,Euphorbiaceae,Chamaesyce serpens,Accepted,,
Dicotyledons,Euphorbiaceae,Chamaesyce serpillifolia,Accepted,,
Dicotyledons,Euphorbiaceae,Chamaesyce serpillifolia ssp. serpillifolia,Synonym,Chamaesyce serpillifolia,
Dicotyledons,Euphorbiaceae,Chamaesyce supina,Synonym,Chamaesyce maculata,
Dicotyledons,Euphorbiaceae,Croton setiger,Synonym,Croton setigerus,orthographic variant
Dicotyledons,Euphorbiaceae,Croton setigerus,Accepted,,
Dicotyledons,Euphorbiaceae,Eremocarpus setigerus,Synonym,Croton setigerus,
Dicotyledons,Euphorbiaceae,Euphorbia crenulata,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia cyparissias,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia dentata,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia dictyosperma,Synonym,Euphorbia spathulata,
Dicotyledons,Euphorbiaceae,Euphorbia esula,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia glyptosperma,Synonym,Chamaesyce glyptosperma,
Dicotyledons,Euphorbiaceae,Euphorbia helioscopia,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia lathyris,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia lathyrus,Synonym,Euphorbia lathyris,orthographic variant
Dicotyledons,Euphorbiaceae,Euphorbia maculata,Synonym,Chamaesyce maculata,
Dicotyledons,Euphorbiaceae,Euphorbia myrsinites,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia oblongata,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia peplus,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia serpillifolia,Synonym,Chamaesyce serpillifolia,
Dicotyledons,Euphorbiaceae,Euphorbia serpillifolia ssp. serpillifolia,Synonym,Chamaesyce serpillifolia,
Dicotyledons,Euphorbiaceae,Euphorbia spathulata,Accepted,,
Dicotyledons,Euphorbiaceae,Euphorbia supina,Synonym,Chamaesyce maculata,
Dicotyledons,Euphorbiaceae,Euphorbia virgata,Synonym,Euphorbia esula,
Dicotyledons,Euphorbiaceae,Mercurialis annua,Accepted,,
Dicotyledons,Fabaceae,Acacia dealbata,Accepted,,
Dicotyledons,Fabaceae,Acmispon americanus,Accepted,,
Dicotyledons,Fabaceae,Acmispon americanus var. americanus,Accepted,,
Dicotyledons,Fabaceae,Acmispon brachycarpus,Accepted,,
Dicotyledons,Fabaceae,Acmispon denticulatus,Accepted,,
Dicotyledons,Fabaceae,Acmispon nevadensis,Accepted,,
Dicotyledons,Fabaceae,Acmispon nevadensis var. nevadensis,Accepted,,
Dicotyledons,Fabaceae,Acmispon parviflorus,Accepted,,
Dicotyledons,Fabaceae,Acmispon wrangelianus,Accepted,,
Dicotyledons,Fabaceae,Amorpha californica,Accepted,,
Dicotyledons,Fabaceae,Amorpha fruticosa,Accepted,,
Dicotyledons,Fabaceae,Amorpha occidentalis,Synonym,Amorpha fruticosa,
Dicotyledons,Fabaceae,Anthyllis vulneraria,Accepted,,
Dicotyledons,Fabaceae,Astragalus aboriginum,Synonym,Astragalus australis var. glabriusculus,
Dicotyledons,Fabaceae,Astragalus accidens,Accepted,,
Dicotyledons,Fabaceae,Astragalus accidens var. accidens,Accepted,,
Dicotyledons,Fabaceae,Astragalus accidens var. hendersonii,Accepted,,
Dicotyledons,Fabaceae,Astragalus agrestis,Accepted,,
Dicotyledons,Fabaceae,Astragalus alpiniformis,Synonym,Astragalus alpinus var. alpinus,"invalid name, misapplied"
Dicotyledons,Fabaceae,Astragalus alpinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus alpinus var. alpinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus alvordensis,Accepted,,
Dicotyledons,Fabaceae,Astragalus applegatei,Accepted,,
Dicotyledons,Fabaceae,Astragalus arthuri,Accepted,,
Dicotyledons,Fabaceae,Astragalus arthurii,Synonym,Astragalus arthuri,orthographic variant
Dicotyledons,Fabaceae,Astragalus atratus,Accepted,,
Dicotyledons,Fabaceae,Astragalus atratus var. owyheensis,Accepted,,
Dicotyledons,Fabaceae,Astragalus australis,Accepted,,
Dicotyledons,Fabaceae,Astragalus australis var. glabriusculus,Accepted,,
Dicotyledons,Fabaceae,Astragalus beckwithii,Accepted,,
Dicotyledons,Fabaceae,Astragalus beckwithii var. weiserensis,Accepted,,
Dicotyledons,Fabaceae,Astragalus brevidens,Synonym,Astragalus canadensis var. brevidens,
Dicotyledons,Fabaceae,Astragalus californicus,Accepted,,
Dicotyledons,Fabaceae,Astragalus calycosus,Accepted,,
Dicotyledons,Fabaceae,Astragalus calycosus var. calycosus,Accepted,,
Dicotyledons,Fabaceae,Astragalus canadensis,Accepted,,
Dicotyledons,Fabaceae,Astragalus canadensis var. brevidens,Accepted,,
Dicotyledons,Fabaceae,Astragalus canadensis var. mortonii,Accepted,,
Dicotyledons,Fabaceae,Astragalus candelarius,Synonym,Astragalus purshii var. tinctus,
Dicotyledons,Fabaceae,Astragalus caricinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus cinerascens,Synonym,Astragalus tetrapterus,
Dicotyledons,Fabaceae,Astragalus collinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus collinus var. collinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus collinus var. laurentii,Accepted,,
Dicotyledons,Fabaceae,Astragalus conjunctus,Accepted,,
Dicotyledons,Fabaceae,Astragalus conjunctus var. conjunctus,Accepted,,
Dicotyledons,Fabaceae,Astragalus conjunctus var. oxytropidoides,Synonym,Astragalus hoodianus,
Dicotyledons,Fabaceae,Astragalus conjunctus var. rickardii,Accepted,,
Dicotyledons,Fabaceae,Astragalus curvicarpus,Accepted,,
Dicotyledons,Fabaceae,Astragalus curvicarpus var. brachycodon,Accepted,,
Dicotyledons,Fabaceae,Astragalus curvicarpus var. curvicarpus,Accepted,,
Dicotyledons,Fabaceae,Astragalus curvicarpus var. subglaber,Accepted,,
Dicotyledons,Fabaceae,Astragalus cusickii,Accepted,,
Dicotyledons,Fabaceae,Astragalus cusickii var. cusickii,Accepted,,
Dicotyledons,Fabaceae,Astragalus cusickii var. sterilis,Synonym,Astragalus sterilis,
Dicotyledons,Fabaceae,Astragalus dasyglottis,Synonym,Astragalus agrestis,
Dicotyledons,Fabaceae,Astragalus diaphanus,Accepted,,
Dicotyledons,Fabaceae,Astragalus diaphanus var. diaphanus,Accepted,,
Dicotyledons,Fabaceae,Astragalus diaphanus var. diurnus,Accepted,,
Dicotyledons,Fabaceae,Astragalus diurnus,Synonym,Astragalus diaphanus var. diurnus,
Dicotyledons,Fabaceae,Astragalus drepanolobus,Synonym,Astragalus diaphanus var. diaphanus,
Dicotyledons,Fabaceae,Astragalus drummondii,Accepted,,
Dicotyledons,Fabaceae,Astragalus eremiticus,Accepted,,
Dicotyledons,Fabaceae,Astragalus eremiticus var. eremiticus,Synonym,Astragalus eremiticus,
Dicotyledons,Fabaceae,Astragalus eremiticus var. malheurensis,Synonym,Astragalus eremiticus,
Dicotyledons,Fabaceae,Astragalus eremiticus var. spencianus,Synonym,Astragalus eremiticus,
Dicotyledons,Fabaceae,Astragalus filipes,Accepted,,
Dicotyledons,Fabaceae,Astragalus forwoodii var. wallowensis,Synonym,Astragalus australis var. glabriusculus,
Dicotyledons,Fabaceae,Astragalus gambellianus,Accepted,,
Dicotyledons,Fabaceae,Astragalus geyeri,Accepted,,
Dicotyledons,Fabaceae,Astragalus geyeri var. geyeri,Accepted,,
Dicotyledons,Fabaceae,Astragalus gibbsii,Misapplied,Astragalus curvicarpus var. curvicarpus,
Dicotyledons,Fabaceae,Astragalus glareosus,Synonym,Astragalus purshii var. glareosus,
Dicotyledons,Fabaceae,Astragalus goniatus,Synonym,Astragalus agrestis,
Dicotyledons,Fabaceae,Astragalus hoodianus,Accepted,,
Dicotyledons,Fabaceae,Astragalus howellii,Accepted,,
Dicotyledons,Fabaceae,Astragalus howellii var. aberrans,Synonym,Astragalus misellus var. misellus,
Dicotyledons,Fabaceae,Astragalus howellii var. howellii,Synonym,Astragalus howellii,
Dicotyledons,Fabaceae,Astragalus inflexus,Accepted,,
Dicotyledons,Fabaceae,Astragalus iodanthus,Accepted,,
Dicotyledons,Fabaceae,Astragalus iodanthus var. diaphanoides,Accepted,,
Dicotyledons,Fabaceae,Astragalus iodanthus var. iodanthus,Accepted,,
Dicotyledons,Fabaceae,Astragalus kentrophyta,Accepted,,
Dicotyledons,Fabaceae,Astragalus kentrophyta var. douglasii,Synonym,Astragalus kentrophyta var. tegetarius,
Dicotyledons,Fabaceae,Astragalus kentrophyta var. elatius,Misapplied,Astragalus kentrophyta var. tegetarius,
Dicotyledons,Fabaceae,Astragalus kentrophyta var. implexus,Synonym,Astragalus kentrophyta var. tegetarius,
Dicotyledons,Fabaceae,Astragalus kentrophyta var. jessiae,Accepted,,
Dicotyledons,Fabaceae,Astragalus kentrophyta var. tegetarius,Accepted,,
Dicotyledons,Fabaceae,Astragalus lagopinus,Synonym,Astragalus purshii var. lagopinus,
Dicotyledons,Fabaceae,Astragalus laurentii,Synonym,Astragalus collinus var. laurentii,
Dicotyledons,Fabaceae,Astragalus lectulus,Misapplied,Astragalus purshii var. tinctus,
Dicotyledons,Fabaceae,Astragalus lemmonii,Accepted,,
Dicotyledons,Fabaceae,Astragalus lentiformis,Synonym,Astragalus peckii,
Dicotyledons,Fabaceae,Astragalus lentiginosus,Accepted,,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. carinatus,Synonym,Astragalus lentiginosus var. lentiginosus,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. chartaceus,Misapplied,Astragalus lentiginosus var. platyphyllidius,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. floribundus,Accepted,,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. lentiginosus,Accepted,,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. macrolobus,Synonym,Astragalus lentiginosus var. salinus,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. platyphyllidius,Accepted,,
Dicotyledons,Fabaceae,Astragalus lentiginosus var. salinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus lyallii,Synonym,Astragalus caricinus,
Dicotyledons,Fabaceae,Astragalus lyallii var. caricinus,Synonym,Astragalus caricinus,
Dicotyledons,Fabaceae,Astragalus macounii,Synonym,Astragalus robbinsii var. alpiniformis,
Dicotyledons,Fabaceae,Astragalus malacus,Accepted,,
Dicotyledons,Fabaceae,Astragalus malheurensis,Synonym,Astragalus eremiticus,
Dicotyledons,Fabaceae,Astragalus misellus,Accepted,,
Dicotyledons,Fabaceae,Astragalus misellus var. misellus,Accepted,,
Dicotyledons,Fabaceae,Astragalus miser,Misapplied,Astragalus obscurus,
Dicotyledons,Fabaceae,Astragalus mortonii,Synonym,Astragalus canadensis var. mortonii,
Dicotyledons,Fabaceae,Astragalus mulfordiae,Accepted,,
Dicotyledons,Fabaceae,Astragalus multiflorus,Accepted,,
Dicotyledons,Fabaceae,Astragalus newberryi,Accepted,,
Dicotyledons,Fabaceae,Astragalus newberryi var. castoreus,Accepted,,
Dicotyledons,Fabaceae,Astragalus newberryi var. newberryi,Misapplied,Astragalus newberryi var. castoreus,
Dicotyledons,Fabaceae,Astragalus nudisiliquus,Accepted,,
Dicotyledons,Fabaceae,Astragalus obscurus,Accepted,,
Dicotyledons,Fabaceae,Astragalus occidentalis,Misapplied,Astragalus robbinsii var. alpiniformis,
Dicotyledons,Fabaceae,Astragalus owyheensis,Synonym,Astragalus atratus var. owyheensis,
Dicotyledons,Fabaceae,Astragalus peckii,Accepted,,
Dicotyledons,Fabaceae,Astragalus platytropis,Accepted,,
Dicotyledons,Fabaceae,Astragalus purshii,Accepted,,
Dicotyledons,Fabaceae,Astragalus purshii var. glareosus,Accepted,,
Dicotyledons,Fabaceae,Astragalus purshii var. lagopinus,Accepted,,
Dicotyledons,Fabaceae,Astragalus purshii var. lectulus,Misapplied,Astragalus purshii var. tinctus,
Dicotyledons,Fabaceae,Astragalus purshii var. ophiogenes,Misapplied,Astragalus purshii,
Dicotyledons,Fabaceae,Astragalus purshii var. purshii,Accepted,,
Dicotyledons,Fabaceae,Astragalus purshii var. tinctus,Accepted,,
Dicotyledons,Fabaceae,Astragalus reventus,Accepted,,
Dicotyledons,Fabaceae,Astragalus reventus var. conjunctus,Synonym,Astragalus conjunctus var. rickardii,
Dicotyledons,Fabaceae,Astragalus reventus var. oxytropidoides,Synonym,Astragalus hoodianus,
Dicotyledons,Fabaceae,Astragalus reventus var. sheldonii,Synonym,Astragalus sheldonii,
Dicotyledons,Fabaceae,Astragalus robbinsii,Accepted,,
Dicotyledons,Fabaceae,Astragalus robbinsii var. alpiniformis,Accepted,,
Dicotyledons,Fabaceae,Astragalus salinus,Synonym,Astragalus lentiginosus var. salinus,
Dicotyledons,Fabaceae,Astragalus salmonis,Accepted,,
Dicotyledons,Fabaceae,Astragalus sclerocarpus,Accepted,,
Dicotyledons,Fabaceae,Astragalus sheldonii,Accepted,,
Dicotyledons,Fabaceae,Astragalus solitarius,Accepted,,
Dicotyledons,Fabaceae,Astragalus spaldingii,Accepted,,
Dicotyledons,Fabaceae,Astragalus spaldingii var. tyghensis,Synonym,Astragalus tyghensis,
Dicotyledons,Fabaceae,Astragalus speirocarpus,Misapplied,Astragalus curvicarpus var. curvicarpus,
Dicotyledons,Fabaceae,Astragalus stenophyllus,Synonym,Astragalus filipes,
Dicotyledons,Fabaceae,Astragalus stenophyllus var. filipes,Synonym,Astragalus filipes,
Dicotyledons,Fabaceae,Astragalus stenophyllus var. stenophyllus,Synonym,Astragalus filipes,
Dicotyledons,Fabaceae,Astragalus sterilis,Accepted,,
Dicotyledons,Fabaceae,Astragalus subglaber,Synonym,Astragalus curvicarpus var. subglaber,
Dicotyledons,Fabaceae,Astragalus succumbens,Accepted,,
Dicotyledons,Fabaceae,Astragalus tegetarioides,Accepted,,
Dicotyledons,Fabaceae,Astragalus tegetarioides var. tegetarioides,Accepted,,
Dicotyledons,Fabaceae,Astragalus tegetarius,Synonym,Astragalus kentrophyta var. tegetarius,
Dicotyledons,Fabaceae,Astragalus tenellus,Synonym,Astragalus multiflorus,later homonym
Dicotyledons,Fabaceae,Astragalus tetrapterus,Accepted,,
Dicotyledons,Fabaceae,Astragalus tetrapterus var. cinerascens,Synonym,Astragalus tetrapterus,
Dicotyledons,Fabaceae,Astragalus tetrapterus var. tetrapterus,Synonym,Astragalus tetrapterus,
Dicotyledons,Fabaceae,Astragalus toanus,Accepted,,
Dicotyledons,Fabaceae,Astragalus toanus var. toanus,Accepted,,
Dicotyledons,Fabaceae,Astragalus tweedyi,Accepted,,
Dicotyledons,Fabaceae,Astragalus tyghensis,Accepted,,
Dicotyledons,Fabaceae,Astragalus umbraticus,Accepted,,
Dicotyledons,Fabaceae,Astragalus vallaris,Accepted,,
Dicotyledons,Fabaceae,Astragalus watsonii,Synonym,Astragalus accidens var. hendersonii,
Dicotyledons,Fabaceae,Astragalus weiserensis,Synonym,Astragalus beckwithii var. weiserensis,
