Group,Family,Scientific_name,Name_Status,Accepted_Name,Taxonomic_Note,Origin,FloraStatus,FloraPage,ConceptNum,Acronym
Monocotyledons,Cyperaceae,Scirpus maritimus,Synonym,Bolboschoenus maritimus ssp. paludosus,,,,,3727,SCIMAR
Monocotyledons,Cyperaceae,Scirpus maritimus var. paludosus,Synonym,Bolboschoenus maritimus ssp. paludosus,,,,,3727,SCIMARPAL
Monocotyledons,Cyperaceae,Scirpus microcarpus,Accepted,Scirpus microcarpus,,native,Fully described,"vol1, pg254",3728,SCIMIC
Monocotyledons,Cyperaceae,Scirpus microcarpus var. longispicatus,Synonym,Scirpus microcarpus,,,,,3728,SCIMICLON
Monocotyledons,Cyperaceae,Scirpus microcarpus var. microcarpus,Synonym,Scirpus microcarpus,,,,,3728,SCIMICMIC
Monocotyledons,Cyperaceae,Scirpus nanus,Synonym,Eleocharis parvula,,,,,1545,SCINAN
Monocotyledons,Cyperaceae,Scirpus nevadensis,Synonym,Amphiscirpus nevadensis,,,,,3730,SCINEV
Monocotyledons,Cyperaceae,Scirpus olneyi,Synonym,Schoenoplectus americanus,,,,,3707,SCIOLN
Monocotyledons,Cyperaceae,Scirpus pacificus,Synonym,Bolboschoenus maritimus ssp. paludosus,,,,,3727,SCIPAC
Monocotyledons,Cyperaceae,Scirpus pallidus,Accepted,Scirpus pallidus,,native,Fully described,"vol1, pg254",3731,SCIPAL
Monocotyledons,Cyperaceae,Scirpus paludosus,Synonym,Bolboschoenus maritimus ssp. paludosus,,,,,3727,SCIPAL2
Monocotyledons,Cyperaceae,Scirpus pauciflorus,Synonym,Eleocharis quinqueflora,,,,,1544,SCIPAU
Monocotyledons,Cyperaceae,Scirpus pedicellatus,Misapplied,Scirpus cyperinus,,,,,3717,SCIPED
Monocotyledons,Cyperaceae,Scirpus pendulus,Accepted,Scirpus pendulus,,native,Fully described,"vol1, pg255",3734,SCIPEN
Monocotyledons,Cyperaceae,Scirpus pungens,Synonym,Schoenoplectus pungens,,,,,4600,SCIPUN
Monocotyledons,Cyperaceae,Scirpus pungens var. longispicatus,Synonym,Schoenoplectus pungens,,,,,4600,SCIPUNLON
Monocotyledons,Cyperaceae,Scirpus rubiginosus,Synonym,Schoenoplectus acutus var. occidentalis,,,,,3706,SCIRUB
Monocotyledons,Cyperaceae,Scirpus setaceous,Synonym,Isolepis setacea,orthographic variant,,,,3735,SCISET2
Monocotyledons,Cyperaceae,Scirpus setaceus,Synonym,Isolepis setacea,,,,,3735,SCISET
Monocotyledons,Cyperaceae,Scirpus subterminalis,Synonym,Schoenoplectus subterminalis,,,,,3737,SCISUB
Monocotyledons,Cyperaceae,Scirpus tabernaemontani,Synonym,Schoenoplectus tabernaemontani,,,,,3738,SCITAB
Monocotyledons,Cyperaceae,Scirpus tuberosus,Misapplied,Bolboschoenus glaucus,,,,,12680,SCITUB
Monocotyledons,Cyperaceae,Scirpus validus,Synonym,Schoenoplectus tabernaemontani,,,,,3738,SCIVAL
Monocotyledons,Cyperaceae,Scirpus validus var. creber,Synonym,Schoenoplectus tabernaemontani,,,,,3738,SCIVALCRE
Monocotyledons,Cyperaceae,Scirpus validus var. validus,Synonym,Schoenoplectus tabernaemontani,,,,,3738,SCIVALVAL
Monocotyledons,Cyperaceae,Stenophyllus capillaris,Synonym,Bulbostylis capillaris,,,,,690,STECAP
Monocotyledons,Cyperaceae,Trichophorum cespitosum,Accepted,Trichophorum cespitosum,,native,Fully described,"vol1, pg255",3715,TRICES
Monocotyledons,Hydrocharitaceae,Anacharis canadensis,Synonym,Elodea canadensis,,,,,1520,ANACAN
Monocotyledons,Hydrocharitaceae,Egeria densa,Accepted,Egeria densa,,naturalized,Fully described,"vol1, pg256",1510,EGEDEN
Monocotyledons,Hydrocharitaceae,Elodea bifoliata,Accepted,Elodea bifoliata,Oregon nativity needs further research,native,,,4952,ELOBIF
Monocotyledons,Hydrocharitaceae,Elodea canadensis,Accepted,Elodea canadensis,,native,Fully described,"vol1, pg256",1520,ELOCAN
Monocotyledons,Hydrocharitaceae,Elodea densa,Synonym,Egeria densa,,,,,1510,ELODEN
Monocotyledons,Hydrocharitaceae,Elodea nuttallii,Accepted,Elodea nuttallii,,native,Fully described,"vol1, pg256",1539,ELONUT
Monocotyledons,Hydrocharitaceae,Elodea planchonii,Synonym,Elodea canadensis,,,,,1520,ELOPLA
Monocotyledons,Hydrocharitaceae,Naias flexilis,Synonym,Najas flexilis,orthographic variant,,,,2794,NAIFLE
Monocotyledons,Hydrocharitaceae,Naias guadalupensis,Synonym,Najas guadalupensis var. guadalupensis,orthographic variant,,,,2795,NAIGUA
Monocotyledons,Hydrocharitaceae,Najas flexilis,Accepted,Najas flexilis,,native,Fully described,"vol1, pg257",2794,NAJFLE
Monocotyledons,Hydrocharitaceae,Najas guadalupensis,Accepted,Najas guadalupensis,Bare species,native,,,9958,NAJGUA
Monocotyledons,Hydrocharitaceae,Najas guadalupensis ssp. guadalupensis,Synonym,Najas guadalupensis var. guadalupensis,,,,,2795,NAJGUAGUA2
Monocotyledons,Hydrocharitaceae,Najas guadalupensis var. guadalupensis,Accepted,Najas guadalupensis var. guadalupensis,Oregon nativity needs further research,native,,,2795,NAJGUAGUA
Monocotyledons,Hydrocharitaceae,Vallisneria americana,Accepted,Vallisneria americana,,naturalized,Fully described,"vol1, pg258",4232,VALAME
Monocotyledons,Hydrocharitaceae,Vallisneria neotropicalis,Synonym,Vallisneria americana,,,,,4232,VALNEO
Monocotyledons,Iridaceae,Crocosmia × crocosmiiflora,Accepted,Crocosmia × crocosmiiflora,,naturalized,Fully described,"vol1, pg259",4428,CROCRO
Monocotyledons,Iridaceae,Gladiolus communis,Accepted,Gladiolus communis,,not naturalized,,,14101,GLACOM
Monocotyledons,Iridaceae,Hydastylus brachypus,Synonym,Sisyrinchium californicum,,,,,3812,HYDBRA
Monocotyledons,Iridaceae,Hydastylus californicus,Synonym,Sisyrinchium californicum,,,,,3812,HYDCAL
Monocotyledons,Iridaceae,Iris bracteata,Accepted,Iris bracteata,,native,Fully described,"vol1, pg260",2139,IRIBRA
Monocotyledons,Iridaceae,Iris californica,Synonym,Iris chrysophylla,,,,,2140,IRICAL
Monocotyledons,Iridaceae,Iris chrysophylla,Accepted,Iris chrysophylla,,native,Fully described,"vol1, pg260",2140,IRICHR
Monocotyledons,Iridaceae,Iris douglasiana,Accepted,Iris douglasiana,,native,Fully described,"vol1, pg260",2141,IRIDOU
Monocotyledons,Iridaceae,Iris douglasiana var. oregonensis,Synonym,Iris douglasiana,,,,,2141,IRIDOUORE
Monocotyledons,Iridaceae,Iris germanica,Accepted,Iris germanica,,not naturalized,Fully described,"vol1, pg261",4461,IRIGER
Monocotyledons,Iridaceae,Iris innominata,Accepted,Iris innominata,,native,Fully described,"vol1, pg261",2142,IRIINN
Monocotyledons,Iridaceae,Iris macrosiphon,Synonym,Iris chrysophylla,,,,,2140,IRIMAC
Monocotyledons,Iridaceae,Iris missouriensis,Accepted,Iris missouriensis,,native,Fully described,"vol1, pg261",2143,IRIMIS
Monocotyledons,Iridaceae,Iris orientalis,Accepted,Iris orientalis,,not naturalized,,,14838,IRIORI
Monocotyledons,Iridaceae,Iris pseudacorus,Accepted,Iris pseudacorus,,naturalized,Fully described,"vol1, pg261",2144,IRIPSE
Monocotyledons,Iridaceae,Iris tenax,Accepted,Iris tenax,,native,Fully described,"vol1, pg262",2145,IRITEN
Monocotyledons,Iridaceae,Iris tenax ssp. tenax,Synonym,Iris tenax var. tenax,,,,,12708,IRITENTEN
Monocotyledons,Iridaceae,Iris tenax var. gormanii,Accepted,Iris tenax var. gormanii,,native,Fully described,"vol1, pg262",12712,IRITENGOR
Monocotyledons,Iridaceae,Iris tenax var. tenax,Accepted,Iris tenax var. tenax,,native,Fully described,"vol1, pg262",12708,IRITENTEN2
Monocotyledons,Iridaceae,Iris tenuis,Accepted,Iris tenuis,,native,Fully described,"vol1, pg262",2146,IRITEN2
Monocotyledons,Iridaceae,Iris tenuissima,Accepted,Iris tenuissima,,not naturalized,,,14416,IRITEN3
Monocotyledons,Iridaceae,Olsynium douglasii,Accepted,Olsynium douglasii,,native,Fully described,"vol1, pg262",9547,OLSDOU
Monocotyledons,Iridaceae,Olsynium douglasii var. douglasii,Accepted,Olsynium douglasii var. douglasii,,native,Fully described,"vol1, pg263",3822,OLSDOUDOU
Monocotyledons,Iridaceae,Olsynium douglasii var. inflatum,Accepted,Olsynium douglasii var. inflatum,,native,Fully described,"vol1, pg263",3823,OLSDOUINF
Monocotyledons,Iridaceae,Romulea rosea,Accepted,Romulea rosea,Bare species,not naturalized,,,14493,ROMROS
Monocotyledons,Iridaceae,Romulea rosea var. australis,Accepted,Romulea rosea var. australis,,not naturalized,,,14238,ROMROSAUS
Monocotyledons,Iridaceae,Sisyrinchium angustifolium,Misapplied,Sisyrinchium bellum,,,,,3808,SISANG7SISBEL
Monocotyledons,Iridaceae,Sisyrinchium angustifolium,Misapplied,Sisyrinchium sarmentosum,,,,,3864,SISANG7SISSAR
Monocotyledons,Iridaceae,Sisyrinchium angustifolium,Misapplied,Sisyrinchium idahoense var. occidentale,,,,,3837,SISANG7SISIDAOCC
Monocotyledons,Iridaceae,Sisyrinchium angustifolium,Misapplied,Sisyrinchium idahoense var. idahoense,,,,,3836,SISANG7SISIDAIDA
Monocotyledons,Iridaceae,Sisyrinchium angustifolium,Misapplied,Sisyrinchium halophilum,,,,,4601,SISANG7SISHAL
Monocotyledons,Iridaceae,Sisyrinchium bellum,Accepted,Sisyrinchium bellum,,native,Fully described,"vol1, pg264",3808,SISBEL
Monocotyledons,Iridaceae,Sisyrinchium californicum,Accepted,Sisyrinchium californicum,,native,Fully described,"vol1, pg264",3812,SISCAL
Monocotyledons,Iridaceae,Sisyrinchium douglasii,Synonym,Olsynium douglasii,,,,,9547,SISDOU
Monocotyledons,Iridaceae,Sisyrinchium douglasii var. douglasii,Synonym,Olsynium douglasii var. douglasii,,,,,3822,SISDOUDOU
Monocotyledons,Iridaceae,Sisyrinchium douglasii var. inflatum,Synonym,Olsynium douglasii var. inflatum,,,,,3823,SISDOUINF
Monocotyledons,Iridaceae,Sisyrinchium halophilum,Accepted,Sisyrinchium halophilum,,native,Fully described,"vol1, pg264",4601,SISHAL
Monocotyledons,Iridaceae,Sisyrinchium hitchcockii,Accepted,Sisyrinchium hitchcockii,,native,Fully described,"vol1, pg264",4564,SISHIT
Monocotyledons,Iridaceae,Sisyrinchium idahoense,Accepted,Sisyrinchium idahoense,,native,Fully described,"vol1, pg264",9548,SISIDA
Monocotyledons,Iridaceae,Sisyrinchium idahoense var. idahoense,Accepted,Sisyrinchium idahoense var. idahoense,,native,Fully described,"vol1, pg265",3836,SISIDAIDA
Monocotyledons,Iridaceae,Sisyrinchium idahoense var. occidentale,Accepted,Sisyrinchium idahoense var. occidentale,,native,Fully described,"vol1, pg265",3837,SISIDAOCC
Monocotyledons,Iridaceae,Sisyrinchium idahoense var. segetum,Synonym,Sisyrinchium bellum,,,,,3808,SISIDASEG
Monocotyledons,Iridaceae,Sisyrinchium inflatum,Synonym,Olsynium douglasii var. inflatum,,,,,3823,SISINF
Monocotyledons,Iridaceae,Sisyrinchium sarmentosum,Accepted,Sisyrinchium sarmentosum,,native,Fully described,"vol1, pg265",3864,SISSAR
Monocotyledons,Juncaceae,Juncus abjectus,Synonym,Juncus hemiendytus var. abjectus,,,,,2196,JUNABJ
Monocotyledons,Juncaceae,Juncus acuminatus,Accepted,Juncus acuminatus,,native,Fully described,"vol1, pg271",2166,JUNACU
Monocotyledons,Juncaceae,Juncus ambiguus,Misapplied,Juncus ranarius,,,,,14067,JUNAMB
Monocotyledons,Juncaceae,Juncus anthelatus,Accepted,Juncus anthelatus,,naturalized,Fully described,"vol1, pg271",14159,JUNANT
Monocotyledons,Juncaceae,Juncus arcticus,Synonym,Juncus balticus ssp. ater,in part,,,,2168,JUNARC7JUNBALATE
Monocotyledons,Juncaceae,Juncus arcticus,Synonym,Juncus breweri,in part,,,,2178,JUNARC7JUNBRE2
Monocotyledons,Juncaceae,Juncus arcticus var. balticus,Synonym,Juncus balticus ssp. ater,in part,,,,2168,JUNARCBAL7JUNBALATE
Monocotyledons,Juncaceae,Juncus arcticus var. balticus,Synonym,Juncus breweri,in part,,,,2178,JUNARCBAL7JUNBRE2
Monocotyledons,Juncaceae,Juncus arcticus var. mexicanus,Synonym,Juncus mexicanus,,,,,2170,JUNARCMEX
Monocotyledons,Juncaceae,Juncus articulatus,Accepted,Juncus articulatus,Bare species,native,,,13948,JUNART
Monocotyledons,Juncaceae,Juncus articulatus ssp. articulatus,Accepted,Juncus articulatus ssp. articulatus,,native,Fully described,"vol1, pg271",2167,JUNARTART
Monocotyledons,Juncaceae,Juncus badius,Synonym,Juncus nevadensis,,,,,9555,JUNBAD
Monocotyledons,Juncaceae,Juncus balticus,Accepted,Juncus balticus,Bare species,native,,,9550,JUNBAL
Monocotyledons,Juncaceae,Juncus balticus ssp. ater,Accepted,Juncus balticus ssp. ater,,native,Fully described,"vol1, pg271",2168,JUNBALATE
Monocotyledons,Juncaceae,Juncus balticus ssp. balticus,Synonym,Juncus balticus ssp. ater,,,,,2168,JUNBALBAL
Monocotyledons,Juncaceae,Juncus balticus ssp. cascadensis,Synonym,Juncus balticus ssp. ater,unpublished name,,,,2168,JUNBALCAS
Monocotyledons,Juncaceae,Juncus balticus var. balticus,Synonym,Juncus balticus ssp. ater,,,,,2168,JUNBALBAL2
Monocotyledons,Juncaceae,Juncus balticus var. montanus,Synonym,Juncus balticus ssp. ater,,,,,2168,JUNBALMON
Monocotyledons,Juncaceae,Juncus balticus var. vallicola,Synonym,Juncus balticus ssp. ater,,,,,2168,JUNBALVAL
Monocotyledons,Juncaceae,Juncus bolanderi,Accepted,Juncus bolanderi,,native,Fully described,"vol1, pg271",2174,JUNBOL
Monocotyledons,Juncaceae,Juncus brachyphyllus,Misapplied,Juncus trilocularis,,,,,2175,JUNBRA
Monocotyledons,Juncaceae,Juncus brachystylus,Synonym,Juncus kelloggii,,,,,2198,JUNBRA2
Monocotyledons,Juncaceae,Juncus brevicaudatus,Accepted,Juncus brevicaudatus,,not naturalized,Fully described,"vol1, pg271",2176,JUNBRE
Monocotyledons,Juncaceae,Juncus breweri,Accepted,Juncus breweri,,native,Fully described,"vol1, pg272",2178,JUNBRE2
Monocotyledons,Juncaceae,Juncus bryoides,Accepted,Juncus bryoides,,native,Fully described,"vol1, pg272",2177,JUNBRY
Monocotyledons,Juncaceae,Juncus bufonius,Accepted,Juncus bufonius,,native and exotic,Fully described,"vol1, pg272",14064,JUNBUF
Monocotyledons,Juncaceae,Juncus bufonius var. bufonius,Accepted,Juncus bufonius var. bufonius,,native,Fully described,"vol1, pg273",2179,JUNBUFBUF
Monocotyledons,Juncaceae,Juncus bufonius var. congestus,Accepted,Juncus bufonius var. congestus,,not naturalized,Fully described,"vol1, pg273",14063,JUNBUFCON
Monocotyledons,Juncaceae,Juncus bufonius var. halophilus,Misapplied,Juncus ranarius,,,,,14067,JUNBUFHAL
Monocotyledons,Juncaceae,Juncus bufonius var. occidentalis,Accepted,Juncus bufonius var. occidentalis,,native,Fully described,"vol1, pg273",14065,JUNBUFOCC
Monocotyledons,Juncaceae,Juncus bulbosus,Accepted,Juncus bulbosus,,not naturalized,Fully described,"vol1, pg273",2171,JUNBUL
Monocotyledons,Juncaceae,Juncus canadensis,Accepted,Juncus canadensis,,naturalized,Fully described,"vol1, pg273",2173,JUNCAN
Monocotyledons,Juncaceae,Juncus capillaris,Accepted,Juncus capillaris,,native,Fully described,"vol1, pg273",2180,JUNCAP
Monocotyledons,Juncaceae,Juncus capitatus,Accepted,Juncus capitatus,,not naturalized,Fully described,"vol1, pg274",14042,JUNCAP2
Monocotyledons,Juncaceae,Juncus columbianus,Synonym,Juncus nevadensis,,,,,9555,JUNCOL
Monocotyledons,Juncaceae,Juncus compressus,Accepted,Juncus compressus,,not naturalized,Fully described,"vol1, pg274",5053,JUNCOM2
Monocotyledons,Juncaceae,Juncus confusus,Accepted,Juncus confusus,,native,Fully described,"vol1, pg274",2181,JUNCON
Monocotyledons,Juncaceae,Juncus conglomeratus,Accepted,Juncus conglomeratus,,not naturalized,Fully described,"vol1, pg274",5004,JUNCON2
Monocotyledons,Juncaceae,Juncus covillei,Accepted,Juncus covillei,,native,Fully described,"vol1, pg274",2182,JUNCOV
Monocotyledons,Juncaceae,Juncus covillei var. covillei,Synonym,Juncus covillei,,,,,2182,JUNCOVCOV
Monocotyledons,Juncaceae,Juncus covillei var. obtusatus,Synonym,Juncus covillei,,,,,2182,JUNCOVOBT
Monocotyledons,Juncaceae,Juncus diffusissimus,Accepted,Juncus diffusissimus,,naturalized,Fully described,"vol1, pg275",14133,JUNDIF
Monocotyledons,Juncaceae,Juncus drummondii,Accepted,Juncus drummondii,,native,Fully described,"vol1, pg275",2186,JUNDRU
Monocotyledons,Juncaceae,Juncus drummondii var. drummondii,Misapplied,Juncus drummondii,,,,,2186,JUNDRUDRU
Monocotyledons,Juncaceae,Juncus drummondii var. subtriflorus,Synonym,Juncus drummondii,,,,,2186,JUNDRUSUB
Monocotyledons,Juncaceae,Juncus dubius,Misapplied,Juncus nevadensis var. nevadensis,,,,,2206,JUNDUB
Monocotyledons,Juncaceae,Juncus dudleyi,Accepted,Juncus dudleyi,,native,Fully described,"vol1, pg275",2220,JUNDUD
Monocotyledons,Juncaceae,Juncus effusus,Accepted,Juncus effusus,,native and exotic,Fully described,"vol1, pg276",9552,JUNEFF
Monocotyledons,Juncaceae,Juncus effusus ssp. effusus,Accepted,Juncus effusus ssp. effusus,,naturalized,Fully described,"vol1, pg276",4833,JUNEFFEFF2
Monocotyledons,Juncaceae,Juncus effusus ssp. pacificus,Accepted,Juncus effusus ssp. pacificus,,native,Fully described,"vol1, pg276",2191,JUNEFFPAC2
Monocotyledons,Juncaceae,Juncus effusus ssp. solutus,Accepted,Juncus effusus ssp. solutus,,naturalized,Fully described,"vol1, pg276",5006,JUNEFFSOL
Monocotyledons,Juncaceae,Juncus effusus var. brunneus,Synonym,Juncus hesperius,orthographic variant,,,,4991,JUNEFFBRU
Monocotyledons,Juncaceae,Juncus effusus var. compactus,Synonym,Juncus effusus ssp. effusus,,,,,4833,JUNEFFCOM
Monocotyledons,Juncaceae,Juncus effusus var. exiguus,Synonym,Juncus exiguus,,,,,4965,JUNEFFEXI
Monocotyledons,Juncaceae,Juncus effusus var. gracilis,Synonym,Juncus laccatus,,,,,2190,JUNEFFGRA
Monocotyledons,Juncaceae,Juncus effusus var. pacificus,Synonym,Juncus effusus ssp. pacificus,,,,,2191,JUNEFFPAC
Monocotyledons,Juncaceae,Juncus ensifolius,Accepted,Juncus ensifolius,,native,Fully described,"vol1, pg277",2192,JUNENS
Monocotyledons,Juncaceae,Juncus ensifolius var. brunnescens,Synonym,Juncus saximontanus,,,,,12787,JUNENSBRU
Monocotyledons,Juncaceae,Juncus ensifolius var. ensifolius,Synonym,Juncus ensifolius,,,,,2192,JUNENSENS
Monocotyledons,Juncaceae,Juncus ensifolius var. montanus,Synonym,Juncus saximontanus,,,,,12787,JUNENSMON
Monocotyledons,Juncaceae,Juncus exiguus,Accepted,Juncus exiguus,,native,Fully described,"vol1, pg277",4965,JUNEXI
Monocotyledons,Juncaceae,Juncus falcatus,Accepted,Juncus falcatus,Bare species,native,,,9553,JUNFAL
Monocotyledons,Juncaceae,Juncus falcatus ssp. falcatus,Misapplied,Juncus falcatus ssp. sitchensis,,,,,2194,JUNFALFAL2
Monocotyledons,Juncaceae,Juncus falcatus ssp. sitchensis,Accepted,Juncus falcatus ssp. sitchensis,,native,Fully described,"vol1, pg278",2194,JUNFALSIT2
Monocotyledons,Juncaceae,Juncus falcatus var. falcatus,Misapplied,Juncus falcatus ssp. sitchensis,,,,,2194,JUNFALFAL
Monocotyledons,Juncaceae,Juncus falcatus var. sitchensis,Synonym,Juncus falcatus ssp. sitchensis,,,,,2194,JUNFALSIT
Monocotyledons,Juncaceae,Juncus filiformis,Accepted,Juncus filiformis,,native,Fully described,"vol1, pg278",2195,JUNFIL
Monocotyledons,Juncaceae,Juncus gerardi,Accepted,Juncus gerardi,Bare species,native,,,14154,JUNGER2
Monocotyledons,Juncaceae,Juncus gerardi ssp. gerardi,Accepted,Juncus gerardi ssp. gerardi,,naturalized,Fully described,"vol1, pg278",4498,JUNGERGER3
Monocotyledons,Juncaceae,Juncus gerardii,Synonym,Juncus gerardi,orthographic variant,,,,14154,JUNGER
Monocotyledons,Juncaceae,Juncus gerardii ssp. gerardii,Synonym,Juncus gerardi ssp. gerardi,orthographic variant,,,,4498,JUNGERGER2
Monocotyledons,Juncaceae,Juncus gerardii var. gerardii,Synonym,Juncus gerardi ssp. gerardi,orthographic variant,,,,4498,JUNGERGER
Monocotyledons,Juncaceae,Juncus hemiendytus,Accepted,Juncus hemiendytus,,native,Fully described,"vol1, pg278",9554,JUNHEM
Monocotyledons,Juncaceae,Juncus hemiendytus var. abjectus,Accepted,Juncus hemiendytus var. abjectus,,native,Fully described,"vol1, pg278",2196,JUNHEMABJ
Monocotyledons,Juncaceae,Juncus hemiendytus var. hemiendytus,Accepted,Juncus hemiendytus var. hemiendytus,,native,Fully described,"vol1, pg278",4499,JUNHEMHEM
Monocotyledons,Juncaceae,Juncus hesperius,Accepted,Juncus hesperius,,native,Fully described,"vol1, pg278",4991,JUNHES
Monocotyledons,Juncaceae,Juncus howellii,Accepted,Juncus howellii,,native,Fully described,"vol1, pg279",2197,JUNHOW
Monocotyledons,Juncaceae,Juncus inflexus,Accepted,Juncus inflexus,Bare species,naturalized,,,14127,JUNINF
Monocotyledons,Juncaceae,Juncus inflexus ssp. inflexus,Accepted,Juncus inflexus ssp. inflexus,,naturalized,Fully described,"vol1, pg279",14128,JUNINFINF
Monocotyledons,Juncaceae,Juncus interior,Accepted,Juncus interior,,native,Fully described,"vol1, pg279",13866,JUNINT
Monocotyledons,Juncaceae,Juncus kelloggii,Synonym,Juncus bryoides,in part,,,,2177,JUNKEL7JUNBRY
Monocotyledons,Juncaceae,Juncus kelloggii,Accepted,Juncus kelloggii,sensu stricto,native,Fully described,"vol1, pg279",2198,JUNKEL1
Monocotyledons,Juncaceae,Juncus kelloggii,Synonym,Juncus hemiendytus var. abjectus,in part,,,,2196,JUNKEL7JUNHEMABJ
Monocotyledons,Juncaceae,Juncus kelloggii,Synonym,Juncus hemiendytus var. hemiendytus,in part,,,,4499,JUNKEL7JUNHEMHEM
Monocotyledons,Juncaceae,Juncus kelloggii,Synonym,Juncus capillaris,in part,,,,2180,JUNKEL7JUNCAP
Monocotyledons,Juncaceae,Juncus laccatus,Accepted,Juncus laccatus,,native,Fully described,"vol1, pg279",2190,JUNLAC
Monocotyledons,Juncaceae,Juncus lescurii,Accepted,Juncus lescurii,,native,Fully described,"vol1, pg280",14158,JUNLES2
Monocotyledons,Juncaceae,Juncus lesueurii,Synonym,Juncus lescurii,orthographic variant,,,,14158,JUNLES
Monocotyledons,Juncaceae,Juncus longistylis,Accepted,Juncus longistylis,,native,Fully described,"vol1, pg280",2199,JUNLON
Monocotyledons,Juncaceae,Juncus marginatus,Accepted,Juncus marginatus,,naturalized,Fully described,"vol1, pg280",2200,JUNMAR
Monocotyledons,Juncaceae,Juncus marginatus var. marginatus,Synonym,Juncus marginatus,,,,,2200,JUNMARMAR
Monocotyledons,Juncaceae,Juncus mertensianus,Accepted,Juncus mertensianus,,native,Fully described,"vol1, pg280",2201,JUNMER
Monocotyledons,Juncaceae,Juncus mertensianus ssp. gracilis,Synonym,Juncus nevadensis var. nevadensis,,,,,2206,JUNMERGRA
Monocotyledons,Juncaceae,Juncus mexicanus,Accepted,Juncus mexicanus,,native,Fully described,"vol1, pg280",2170,JUNMEX
Monocotyledons,Juncaceae,Juncus nevadensis,Accepted,Juncus nevadensis,,native,Fully described,"vol1, pg280",9555,JUNNEV
Monocotyledons,Juncaceae,Juncus nevadensis var. badius,Synonym,Juncus nevadensis,,,,,9555,JUNNEVBAD
Monocotyledons,Juncaceae,Juncus nevadensis var. columbianus,Synonym,Juncus nevadensis,,,,,9555,JUNNEVCOL
Monocotyledons,Juncaceae,Juncus nevadensis var. inventus,Accepted,Juncus nevadensis var. inventus,,native,Fully described,"vol1, pg281",2205,JUNNEVINV
Monocotyledons,Juncaceae,Juncus nevadensis var. nevadensis,Accepted,Juncus nevadensis var. nevadensis,,native,Fully described,"vol1, pg281",2206,JUNNEVNEV
Monocotyledons,Juncaceae,Juncus obtusatus,Synonym,Juncus covillei,,,,,2182,JUNOBT
Monocotyledons,Juncaceae,Juncus occidentalis,Accepted,Juncus occidentalis,,native,Fully described,"vol1, pg281",5008,JUNOCC2
Monocotyledons,Juncaceae,Juncus oreganus,Synonym,Juncus supiniformis,,,,,2219,JUNORE
Monocotyledons,Juncaceae,Juncus orthophyllus,Accepted,Juncus orthophyllus,,native,Fully described,"vol1, pg282",2210,JUNORT
Monocotyledons,Juncaceae,Juncus oxymeris,Accepted,Juncus oxymeris,,native,Fully described,"vol1, pg282",2211,JUNOXY
Monocotyledons,Juncaceae,Juncus parryi,Accepted,Juncus parryi,,native,Fully described,"vol1, pg282",2212,JUNPAR
Monocotyledons,Juncaceae,Juncus patens,Accepted,Juncus patens,,native,Fully described,"vol1, pg282",2213,JUNPAT
Monocotyledons,Juncaceae,Juncus pelocarpus,Accepted,Juncus pelocarpus,,naturalized,Fully described,"vol1, pg282",2169,JUNPEL
Monocotyledons,Juncaceae,Juncus phaeocephalus,Misapplied,Juncus nevadensis var. inventus,,,,,2205,JUNPHA
Monocotyledons,Juncaceae,Juncus phaeocephalus var. glomeratus,Misapplied,Juncus nevadensis var. inventus,,,,,2205,JUNPHAGLO
Monocotyledons,Juncaceae,Juncus phaeocephalus var. paniculatus,Misapplied,Juncus nevadensis var. inventus,,,,,2205,JUNPHAPAN
Monocotyledons,Juncaceae,Juncus phaeocephalus var. phaeocephalus,Misapplied,Juncus nevadensis var. inventus,,,,,2205,JUNPHAPHA
Monocotyledons,Juncaceae,Juncus planifolius,Accepted,Juncus planifolius,,naturalized,Fully described,"vol1, pg283",2215,JUNPLA
Monocotyledons,Juncaceae,Juncus ranarius,Accepted,Juncus ranarius,,not naturalized,Fully described,"vol1, pg283",14067,JUNRAN
Monocotyledons,Juncaceae,Juncus regelii,Accepted,Juncus regelii,,native,Fully described,"vol1, pg283",2216,JUNREG
Monocotyledons,Juncaceae,Juncus saximontanus,Accepted,Juncus saximontanus,,native,Fully described,"vol1, pg283",12787,JUNSAX
Monocotyledons,Juncaceae,Juncus saximontanus var. robustior,Synonym,Juncus saximontanus,,,,,12787,JUNSAXROB
Monocotyledons,Juncaceae,Juncus saximontanus var. saximontanus,Synonym,Juncus saximontanus,,,,,12787,JUNSAXSAX
Monocotyledons,Juncaceae,Juncus sphaerocarpus,Misapplied,Juncus bufonius var. occidentalis,,,,,14065,JUNSPH
Monocotyledons,Juncaceae,Juncus supiniformis,Accepted,Juncus supiniformis,,native,Fully described,"vol1, pg283",2219,JUNSUP
Monocotyledons,Juncaceae,Juncus supinus,Synonym,Juncus bulbosus,,,,,2171,JUNSUP2
Monocotyledons,Juncaceae,Juncus tenuis,Accepted,Juncus tenuis,,native,Fully described,"vol1, pg284",2221,JUNTEN
Monocotyledons,Juncaceae,Juncus tenuis var. congestus,Synonym,Juncus occidentalis,,,,,5008,JUNTENCON
Monocotyledons,Juncaceae,Juncus tenuis var. dudleyi,Synonym,Juncus dudleyi,,,,,2220,JUNTENDUD
Monocotyledons,Juncaceae,Juncus tenuis var. tenuis,Synonym,Juncus tenuis,,,,,2221,JUNTENTEN
